16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
16,7,5,13,26,6,31
